Sublime-Style-Column-Selection@1.2.3,"Use `activationCommands` instead of `activationEvents` in your package.json Commands should be grouped by selector as follows: ```json "activationCommands": { "atom-workspace": ["foo:bar", "foo:baz"], "atom-text-editor": ["foo:quux"] } ```",11136,6618
language-scala@1.1.0,"Store package settings files in the `settings/` directory instead of `scoped-properties/`",6592,4026
zotero-citations@0.2.0,"Use `activationCommands` instead of `activationEvents` in your package.json Commands should be grouped by selector as follows: ```json "activationCommands": { "atom-workspace": ["foo:bar", "foo:baz"], "atom-text-editor": ["foo:quux"] } ```",173,52
assign-align@0.1.0,"atom.workspaceView is no longer available. In most cases you will not need the view. See the Workspace docs for alternatives: https://atom.io/docs/api/latest/Workspace. If you do need the view, please use `atom.views.getView(atom.workspace)`, which returns an HTMLElement.",147,43
atom-beautifier@0.5.0,"atom.workspaceView is no longer available. In most cases you will not need the view. See the Workspace docs for alternatives: https://atom.io/docs/api/latest/Workspace. If you do need the view, please use `atom.views.getView(atom.workspace)`, which returns an HTMLElement.",60,60
atom-beautifier@0.5.0,"Use ::getActivePaneItem() instead of the ::activePaneItem property",60,60
atom-beautifier@0.5.0,"Use a config schema instead. See the configuration section of https://atom.io/docs/latest/hacking-atom-package-word-count and https://atom.io/docs/api/latest/Config for more details",69,69
atom-compile-coffee@1.4.0,"atom.workspaceView is no longer available. In most cases you will not need the view. See the Workspace docs for alternatives: https://atom.io/docs/api/latest/Workspace. If you do need the view, please use `atom.views.getView(atom.workspace)`, which returns an HTMLElement.",43,43
atom-compile-coffee@1.4.0,"Call ::getActiveTextEditor instead",43,43
atom-spotify@0.6.1,"atom.workspaceView is no longer available. In most cases you will not need the view. See the Workspace docs for alternatives: https://atom.io/docs/api/latest/Workspace. If you do need the view, please use `atom.views.getView(atom.workspace)`, which returns an HTMLElement.",112,43
atom-spotify@0.6.1,"Requiring `View` from `atom` is no longer supported. Please require `atom-space-pen-views` instead: `{View} = require 'atom-space-pen-views'` Add `"atom-space-pen-views": "^2.0.3"` to your package dependencies.",112,43
atom-spotify@0.6.1,"Store package style sheets in the `styles/` directory instead of `stylesheets/` in the `atom-spotify` package",112,43
atom-spotify@0.6.1,"Use a config schema instead. See the configuration section of https://atom.io/docs/latest/hacking-atom-package-word-count and https://atom.io/docs/api/latest/Config for more details",112,43
atom-textmate@0.0.1,"Store package style sheets in the `styles/` directory instead of `stylesheets/` in the `atom-textmate` package",43,43
atomic-rest@0.2.1,"Use `activationCommands` instead of `activationEvents` in your package.json Commands should be grouped by selector as follows: ```json "activationCommands": { "atom-workspace": ["foo:bar", "foo:baz"], "atom-text-editor": ["foo:quux"] } ```",60,43
auto-detect-indentation@0.2.2,"Use `activationCommands` instead of `activationEvents` in your package.json Commands should be grouped by selector as follows: ```json "activationCommands": { "atom-workspace": ["foo:bar", "foo:baz"], "atom-text-editor": ["foo:quux"] } ```",43,43
auto-detect-indentation@0.2.2,"Use TextBuffer::onDidSave instead. A TextBuffer instance is no longer provided as a callback argument.",43,43
auto-detect-indentation@0.2.2,"Use TextEditor::lineTextForBufferRow(bufferRow) instead",43,43
auto-detect-indentation@0.2.2,"Use Workspace::getTextEditors instead",43,43
auto-detect-indentation@0.2.2,"Use Workspace::observeTextEditors instead",43,43
auto-detect-indentation@0.2.2,"Use Workspace::onDidAddTextEditor or Workspace::observeTextEditors instead.",43,43
autoclose-html@0.14.0,"Store package style sheets in the `styles/` directory instead of `stylesheets/` in the `autoclose-html` package",121,43
autoclose-html@0.14.0,"Use a config schema instead. See the configuration section of https://atom.io/docs/latest/hacking-atom-package-word-count and https://atom.io/docs/api/latest/Config for more details",121,43
bookmarklet@0.5.1,"Store package style sheets in the `styles/` directory instead of `stylesheets/` in the `bookmarklet` package",60,43
bookmarklet@0.5.1,"Use `activationCommands` instead of `activationEvents` in your package.json Commands should be grouped by selector as follows: ```json "activationCommands": { "atom-workspace": ["foo:bar", "foo:baz"], "atom-text-editor": ["foo:quux"] } ```",60,43
build-tools-cpp@1.2.6,"Use `activationCommands` instead of `activationEvents` in your package.json Commands should be grouped by selector as follows: ```json "activationCommands": { "atom-workspace": ["foo:bar", "foo:baz"], "atom-text-editor": ["foo:quux"] } ```",86,60
cargo-test-runner@0.0.3,"The context menu CSON format has changed. Please see https://atom.io/docs/api/latest/ContextMenuManager#context-menu-cson-format for more info.",61,52
centurion-ui@0.4.0,"Store package style sheets in the `styles/` directory instead of `stylesheets/` in the `centurion-ui` package",78,43
chromatic-web-syntax@0.0.0,"Store package style sheets in the `styles/` directory instead of `stylesheets/` in the `chromatic-web-syntax` package",60,43
close-tags@0.2.0,"Store package style sheets in the `styles/` directory instead of `stylesheets/` in the `close-tags` package",78,43
close-tags@0.2.0,"The context menu CSON format has changed. Please see https://atom.io/docs/api/latest/ContextMenuManager#context-menu-cson-format for more info.",78,43
close-tags@0.2.0,"Use `activationCommands` instead of `activationEvents` in your package.json Commands should be grouped by selector as follows: ```json "activationCommands": { "atom-workspace": ["foo:bar", "foo:baz"], "atom-text-editor": ["foo:quux"] } ```",78,43
CoffeeCompile@0.5.1,"Store package style sheets in the `styles/` directory instead of `stylesheets/` in the `CoffeeCompile` package",78,43
coffeecompile@unknown,"atom.workspaceView is no longer available. In most cases you will not need the view. See the Workspace docs for alternatives: https://atom.io/docs/api/latest/Workspace. If you do need the view, please use `atom.views.getView(atom.workspace)`, which returns an HTMLElement.",78,43
coffeecompile@unknown,"Requiring `$` from `atom` is no longer supported. If you are using `space-pen`, please require `$` from `atom-space-pen-views`. Otherwise require `jquery` instead: `{$} = require 'atom-space-pen-views'` or `$ = require 'jquery'` Add `"atom-space-pen-views": "^2.0.3"` to your package dependencies. Or add `"jquery": "^2"` to your package dependencies.",78,43
coffeecompile@unknown,"Requiring `$$$` from `atom` is no longer supported. Please require `atom-space-pen-views` instead: `{$$$} = require 'atom-space-pen-views'` Add `"atom-space-pen-views": "^2.0.3"` to your package dependencies.",78,43
coffeecompile@unknown,"Requiring `EditorView` from `atom` is no longer supported. Please require `TextEditorView` from `atom-space-pen-view` instead: `{TextEditorView} = require 'atom-space-pen-views'` Add `"atom-space-pen-views": "^2.0.3"` to your package dependencies.",78,43
coffeecompile@unknown,"Requiring `View` from `atom` is no longer supported. Please require `atom-space-pen-views` instead: `{View} = require 'atom-space-pen-views'` Add `"atom-space-pen-views": "^2.0.3"` to your package dependencies.",78,43
coffeecompile@unknown,"Use TextBuffer::onWillSave instead. A TextBuffer instance is no longer provided as a callback argument.",78,43
coffeecompile@unknown,"Use Workspace::getTextEditors instead",78,43
coffeecompile@unknown,"Use Workspace::observeTextEditors instead",78,43
coffeecompile@unknown,"Use Workspace::onDidAddTextEditor or Workspace::observeTextEditors instead.",78,43
color-picker@1.2.1,"atom.workspaceView is no longer available. In most cases you will not need the view. See the Workspace docs for alternatives: https://atom.io/docs/api/latest/Workspace. If you do need the view, please use `atom.views.getView(atom.workspace)`, which returns an HTMLElement.",43,43
color-picker@1.2.1,"Requiring `View` from `atom` is no longer supported. Please require `atom-space-pen-views` instead: `{View} = require 'atom-space-pen-views'` Add `"atom-space-pen-views": "^2.0.3"` to your package dependencies.",43,43
color-picker@1.2.1,"Store package style sheets in the `styles/` directory instead of `stylesheets/` in the `color-picker` package",43,43
color-picker@1.2.1,"The context menu CSON format has changed. Please see https://atom.io/docs/api/latest/ContextMenuManager#context-menu-cson-format for more info.",43,43
color-picker@1.2.1,"Use Pane::onDidChangeActiveItem instead",43,43
darkula-syntax@0.3.0,"Store package style sheets in the `styles/` directory instead of `stylesheets/` in the `darkula-syntax` package",43,43
dash@1.0.2,"The context menu CSON format has changed. Please see https://atom.io/docs/api/latest/ContextMenuManager#context-menu-cson-format for more info.",86,43
docblockr@0.6.3,"Use TextEditor::lineTextForBufferRow(bufferRow) instead",43,43
dotject@0.5.3,"Use `activationCommands` instead of `activationEvents` in your package.json Commands should be grouped by selector as follows: ```json "activationCommands": { "atom-workspace": ["foo:bar", "foo:baz"], "atom-text-editor": ["foo:quux"] } ```",78,43
drupal-info-file@1.5.1,"Store package settings files in the `settings/` directory instead of `scoped-properties/`",60,43
editorconfig@0.3.0,"Store package settings files in the `settings/` directory instead of `scoped-properties/`",52,43
editorconfig@0.3.0,"Use Workspace::getTextEditors instead",52,43
editorconfig@0.3.0,"Use Workspace::observeTextEditors instead",52,43
editorconfig@0.3.0,"Use Workspace::onDidAddTextEditor or Workspace::observeTextEditors instead.",52,43
emmet@2.3.0,"atom.workspaceView is no longer available. In most cases you will not need the view. See the Workspace docs for alternatives: https://atom.io/docs/api/latest/Workspace. If you do need the view, please use `atom.views.getView(atom.workspace)`, which returns an HTMLElement.",52,43
emmet@2.3.0,"Requiring `$` from `atom` is no longer supported. If you are using `space-pen`, please require `$` from `atom-space-pen-views`. Otherwise require `jquery` instead: `{$} = require 'atom-space-pen-views'` or `$ = require 'jquery'` Add `"atom-space-pen-views": "^2.0.3"` to your package dependencies. Or add `"jquery": "^2"` to your package dependencies.",52,43
emmet@2.3.0,"Requiring `EditorView` from `atom` is no longer supported. Please require `TextEditorView` from `atom-space-pen-view` instead: `{TextEditorView} = require 'atom-space-pen-views'` Add `"atom-space-pen-views": "^2.0.3"` to your package dependencies.",52,43
emmet@2.3.0,"Requiring `View` from `atom` is no longer supported. Please require `atom-space-pen-views` instead: `{View} = require 'atom-space-pen-views'` Add `"atom-space-pen-views": "^2.0.3"` to your package dependencies.",52,43
emmet@2.3.0,"Store package style sheets in the `styles/` directory instead of `stylesheets/` in the `emmet` package",52,43
emmet@2.3.0,"Use a config schema instead. See the configuration section of https://atom.io/docs/latest/hacking-atom-package-word-count and https://atom.io/docs/api/latest/Config for more details",52,43
emmet@2.3.0,"Use TextEditor::onDidStopChanging instead",52,43
emmet@2.3.0,"Use Workspace::onDidAddTextEditor instead",52,43
explicit-reload@0.2.0,"atom.workspaceView is no longer available. In most cases you will not need the view. See the Workspace docs for alternatives: https://atom.io/docs/api/latest/Workspace. If you do need the view, please use `atom.views.getView(atom.workspace)`, which returns an HTMLElement.",78,43
explicit-reload@0.2.0,"Call ::getActiveTextEditor instead",43,43
flake8@0.6.0,"Use Workspace::getTextEditors instead",52,43
flake8@0.6.0,"Use Workspace::onDidAddTextEditor or Workspace::observeTextEditors instead.",52,43
git-history@2.5.0,"Use `activationCommands` instead of `activationEvents` in your package.json Commands should be grouped by selector as follows: ```json "activationCommands": { "atom-workspace": ["foo:bar", "foo:baz"], "atom-text-editor": ["foo:quux"] } ```",103,60
glacier-syntax@0.0.4,"Store package style sheets in the `styles/` directory instead of `stylesheets/` in the `glacier-syntax` package",78,43
goto@1.7.0,"atom.workspaceView is no longer available. In most cases you will not need the view. See the Workspace docs for alternatives: https://atom.io/docs/api/latest/Workspace. If you do need the view, please use `atom.views.getView(atom.workspace)`, which returns an HTMLElement.",43,43
